title,price_gbp,rating,url,page_num,rating_num,title_length,high_rating
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,One,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,9,1,52,0
Redeeming Love,20.47,Five,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,9,5,14,1
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,One,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,9,1,116,0
Poems That Make Grown Women Cry,14.19,Four,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,9,4,31,1
"Nightingale, Sing",38.28,One,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,9,1,17,0
Night Sky with Exit Wounds,41.05,One,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,9,1,26,0
Mrs. Houdini,30.25,Five,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,9,5,12,1
Modern Romance,28.26,Five,https://books.toscrape.com/catalogue/modern-romance_820/index.html,10,5,14,1
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),10.76,One,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,10,1,87,0
Louisa: The Extraordinary Life of Mrs. Adams,16.85,Two,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,10,2,44,0
Little Red,13.47,Three,https://books.toscrape.com/catalogue/little-red_817/index.html,10,3,10,0
Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,Five,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,10,5,58,1
Large Print Heart of the Pride,19.15,Two,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,10,2,30,0
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,Four,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,10,4,70,1
Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,One,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,10,1,53,0
Grumbles,22.16,Two,https://books.toscrape.com/catalogue/grumbles_812/index.html,10,2,8,0
Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,Four,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,10,4,66,1
Frostbite (Vampire Academy #2),29.99,Five,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,10,5,30,1
Follow You Home,21.36,One,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,10,1,15,0
First Steps for New Christians (Print Edition),29.0,One,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,10,1,46,0
Finders Keepers (Bill Hodges Trilogy #2),53.53,Five,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,10,5,40,1
"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,Four,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,10,4,44,1
Eureka Trivia 6.0,54.59,Four,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,10,4,17,1
Drive: The Surprising Truth About What Motivates Us,34.95,Four,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,10,4,51,1
Done Rubbed Out (Reightman & Bailey #1),37.72,Five,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,10,5,39,1
Doing It Over (Most Likely To #1),35.61,Three,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,10,3,33,0
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,Three,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,10,3,107,0
Dark Notes,19.19,Five,https://books.toscrape.com/catalogue/dark-notes_800/index.html,11,5,10,1
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,Three,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,11,3,99,0
Close to You,49.46,Four,https://books.toscrape.com/catalogue/close-to-you_798/index.html,11,4,12,1
Chasing Heaven: What Dying Taught Me About Living,37.8,Two,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,11,2,49,0
Big Magic: Creative Living Beyond Fear,30.8,Three,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,11,3,38,0
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,Two,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,11,2,60,0
Beauty Restored (Riley Family Legacy Novellas #3),11.11,Two,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,11,2,49,0
Batman: The Long Halloween (Batman),36.5,Two,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,11,2,35,0
Batman: The Dark Knight Returns (Batman),15.38,Five,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,11,5,40,1
Ayumi's Violin,15.48,Two,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,11,2,14,0
Anonymous,46.82,Four,https://books.toscrape.com/catalogue/anonymous_790/index.html,11,4,9,1
Amy Meets the Saints and Sages,18.46,Three,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,11,3,30,0
Amid the Chaos,36.58,One,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,11,1,14,0
Amatus,50.54,Five,https://books.toscrape.com/catalogue/amatus_787/index.html,11,5,6,1
Agnostic: A Spirited Manifesto,12.51,Five,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,11,5,30,1
Zealot: The Life and Times of Jesus of Nazareth,24.7,Three,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,11,3,47,0
You (You #1),43.61,Five,https://books.toscrape.com/catalogue/you-you-1_784/index.html,11,5,12,1
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,Four,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,11,4,64,1
Wild Swans,14.36,Two,https://books.toscrape.com/catalogue/wild-swans_782/index.html,11,2,10,0
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,Four,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,11,4,82,1
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,Four,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,12,4,102,1
What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,Two,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,12,2,67,0
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,One,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,12,1,62,0
Walt Disney's Alice in Wonderland,12.96,Five,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,12,5,33,1
V for Vendetta (V for Vendetta Complete),37.1,Four,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,12,4,40,1
Until Friday Night (The Field Party #1),46.31,Two,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,12,2,39,0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,Two,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,12,2,70,0
Twenty Yawns,22.08,Two,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,12,2,12,0
Through the Woods,25.38,Two,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,12,2,17,0
This Is Where It Ends,27.12,Two,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,12,2,21,0
The Year of Magical Thinking,43.04,Two,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,12,2,28,0
The Wright Brothers,56.8,Four,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,12,4,19,1
The White Queen (The Cousins' War #1),25.91,Five,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,12,5,37,1
The Wedding Pact (The O'Malleys #2),32.61,Three,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,12,3,35,0
The Time Keeper,27.88,Five,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,12,5,15,1
The Testament of Mary,52.67,Four,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,12,4,21,1
The Star-Touched Queen,46.02,Five,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,12,5,22,1
The Songs of the Gods,44.48,Five,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,12,5,21,1
The Song of Achilles,37.4,Five,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,12,5,20,1
The Rosie Project (Don Tillman #1),54.04,One,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,12,1,34,0
The Power of Habit: Why We Do What We Do in Life and Business,16.88,Three,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,13,3,61,0
The Marriage of Opposites,28.08,Four,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,13,4,25,1
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,One,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,13,1,59,0
The Long Haul (Diary of a Wimpy Kid #9),44.07,One,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,13,1,39,0
The Loney,23.4,One,https://books.toscrape.com/catalogue/the-loney_756/index.html,13,1,9,0
The Literature Book (Big Ideas Simply Explained),17.43,Three,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,13,3,48,0
The Last Mile (Amos Decker #2),54.21,Two,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,13,2,30,0
The Immortal Life of Henrietta Lacks,40.67,Two,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,13,2,36,0
The Hidden Oracle (The Trials of Apollo #1),52.26,Two,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,13,2,43,0
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,Three,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,13,3,113,0
The Guilty (Will Robie #4),13.82,Two,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,13,2,26,0
The First Hostage (J.B. Collins #2),25.85,Three,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,13,3,35,0
The Dovekeepers,48.78,One,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,13,1,15,0
The Darkest Lie,35.35,Five,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,13,5,15,1
The Bane Chronicles (The Bane Chronicles #1-11),44.73,Four,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,13,4,47,1
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,15.77,One,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,13,1,98,0
The 14th Colony (Cotton Malone #11),39.24,One,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,13,1,35,0
That Darkness (Gardiner and Renner #1),13.92,One,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,13,1,38,0
Tastes Like Fear (DI Marnie Rome #3),10.69,One,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,13,1,36,0
Take Me with You,45.21,Three,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,13,3,16,0
Swell: A Year of Waves,45.58,One,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,14,1,22,0
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,Five,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,14,5,61,1
Still Life with Bread Crumbs,26.41,Three,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,14,3,28,0
Steve Jobs,39.5,Five,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,14,5,10,1
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,Four,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,14,4,67,1
Someone Like You (The Harrisons #2),52.79,Five,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,14,5,35,1
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,Four,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,14,4,50,1
Shtum,55.84,Four,https://books.toscrape.com/catalogue/shtum_733/index.html,14,4,5,1
See America: A Celebration of Our National Parks & Treasured Sites,48.87,Three,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,14,3,66,0
salt.,46.78,Four,https://books.toscrape.com/catalogue/salt_731/index.html,14,4,5,1
Robin War,47.82,Three,https://books.toscrape.com/catalogue/robin-war_730/index.html,14,3,9,0
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,Two,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,14,2,65,0
Rain Fish,23.57,Three,https://books.toscrape.com/catalogue/rain-fish_728/index.html,14,3,9,0
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,Five,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,14,5,58,1
Pet Sematary,10.56,Three,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,14,3,12,0
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,Three,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,14,3,81,0
Once Was a Time,18.28,Two,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,14,2,15,0
Old School (Diary of a Wimpy Kid #10),11.83,Five,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,14,5,37,1
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,Two,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,14,2,68,0
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,Two,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,14,2,82,0
My Name Is Lucy Barton,41.56,One,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,15,1,22,0
My Mrs. Brown,24.48,Three,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,15,3,13,0
My Kind of Crazy,40.36,One,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,15,1,16,0
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,One,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,15,1,37,0
More Than Music (Chasing the Dream #1),37.61,Two,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,15,2,38,0
Made to Stick: Why Some Ideas Survive and Others Die,38.85,Five,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,15,5,52,1
Luis Paints the World,53.95,Three,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,15,3,21,0
Luckiest Girl Alive,49.83,Three,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,15,3,19,0
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,Two,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,15,2,60,0
Love Is a Mix Tape (Music #1),18.03,One,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,15,1,29,0
Looking for Lovely: Collecting the Moments that Matter,29.14,Five,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,15,5,54,1
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,Four,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,15,4,85,1
Let It Out: A Journey Through Journaling,26.79,Five,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,15,5,40,1
Lady Midnight (The Dark Artifices #1),16.28,Five,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,15,5,37,1
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,One,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,15,1,69,0
Island of Dragons (Unwanteds #7),29.65,One,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,15,1,32,0
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,Four,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,15,4,96,1
I Am Pilgrim (Pilgrim #1),10.6,Four,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,15,4,25,1
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,Five,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,15,5,110,1
"Hush, Hush (Hush, Hush #1)",47.02,Three,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,15,3,26,0
Hold Your Breath (Search and Rescue #1),28.82,One,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,16,1,39,0
Hamilton: The Revolution,58.79,Three,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,16,3,24,0
Greek Mythic History,10.23,Five,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,16,5,20,1
God: The Most Unpleasant Character in All Fiction,30.03,Five,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,16,5,49,1
Glory over Everything: Beyond The Kitchen House,45.84,Three,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,16,3,47,0
Feathers: Displays of Brilliant Plumage,49.05,Three,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,16,3,39,0
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,Four,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,16,4,78,1
Every Last Word,46.47,Three,https://books.toscrape.com/catalogue/every-last-word_693/index.html,16,3,15,0
Eligible (The Austen Project #4),27.09,Three,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,16,3,32,0
El Deafo,57.62,Five,https://books.toscrape.com/catalogue/el-deafo_691/index.html,16,5,8,1
Eight Hundred Grapes,14.39,Four,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,16,4,20,1
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,Five,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,16,5,99,1
"Eat Fat, Get Thin",54.07,Two,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,16,2,17,0
Don't Get Caught,55.35,One,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html,16,1,16,0
Doctor Sleep (The Shining #2),40.12,Two,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,16,2,29,0
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Five,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,16,5,104,1
Dear Mr. Knightley,11.21,Five,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,16,5,18,1
Daily Fantasy Sports,36.58,One,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,16,1,20,0
Crazy Love: Overwhelmed by a Relentless God,47.72,Two,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,16,2,43,0
Cometh the Hour (The Clifton Chronicles #6),25.01,Three,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,16,3,43,0
Code Name Verity (Code Name Verity #1),22.13,Four,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,17,4,38,1
Clockwork Angel (The Infernal Devices #1),44.14,One,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,17,1,41,0
City of Glass (The Mortal Instruments #3),56.02,Four,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,17,4,41,1
City of Fallen Angels (The Mortal Instruments #4),11.23,Four,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,17,4,49,1
City of Bones (The Mortal Instruments #1),43.28,One,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,17,1,41,0
City of Ashes (The Mortal Instruments #2),47.27,One,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,17,1,41,0
Cell,20.29,Four,https://books.toscrape.com/catalogue/cell_674/index.html,17,4,4,1
Catching Jordan (Hundred Oaks),50.83,Three,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,17,3,30,0
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,Three,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,17,3,43,0
Carrie,46.23,Two,https://books.toscrape.com/catalogue/carrie_671/index.html,17,2,6,0
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,Four,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,17,4,65,1
Brain on Fire: My Month of Madness,49.32,Five,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,17,5,34,1
Batman: Europa,32.01,Two,https://books.toscrape.com/catalogue/batman-europa_668/index.html,17,2,14,0
Barefoot Contessa Back to Basics,28.01,One,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,17,1,32,0
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,Five,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,17,5,75,1
Balloon Animals,17.03,Three,https://books.toscrape.com/catalogue/balloon-animals_665/index.html,17,3,15,0
Art Ops Vol. 1,48.8,Three,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,17,3,14,0
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,Four,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,17,4,118,1
Angels Walking (Angels Walking #1),34.2,Two,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,17,2,34,0
Angels & Demons (Robert Langdon #1),51.48,Three,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,17,3,35,0
All the Light We Cannot See,29.87,Five,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,18,5,27,1
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,Two,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,18,2,53,0
Abstract City,56.37,Five,https://books.toscrape.com/catalogue/abstract-city_658/index.html,18,5,13,1
A Time of Torment (Charlie Parker #14),48.35,Five,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,18,5,38,1
A Study in Scarlet (Sherlock Holmes #1),16.73,Two,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,18,2,39,0
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Two,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,18,2,80,0
A People's History of the United States,40.79,Two,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,18,2,39,0
A Man Called Ove,39.72,One,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,18,1,16,0
A Distant Mirror: The Calamitous 14th Century,14.58,Three,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,18,3,45,0
A Brush of Wings (Angels Walking #3),55.51,One,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,18,1,36,0
1491: New Revelations of the Americas Before Columbus,21.8,Three,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,18,3,53,0
"The Three Searches, Meaning, and the Story",13.33,Three,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,18,3,42,0
Searching for Meaning in Gailana,38.73,One,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,18,1,32,0
Rook,37.86,Four,https://books.toscrape.com/catalogue/rook_647/index.html,18,4,4,1
My Kitchen Year: 136 Recipes That Saved My Life,11.53,Two,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,18,2,47,0
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,One,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,18,1,64,0
Will You Won't You Want Me?,13.86,Three,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,18,3,27,0
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,One,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,18,1,61,0
